MSRP,Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg
3394,Ford,1997,regular unleaded,220,8,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,17,12
2836,Ford,1997,regular unleaded,220,8,MANUAL,rear wheel drive,3,N/A,Large,Extended Cab Pickup,17,12
2529,Ford,1997,regular unleaded,220,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,12
2577,Ford,1997,regular unleaded,220,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,12
2787,Ford,1997,regular unleaded,220,8,MANUAL,rear wheel drive,3,N/A,Large,Extended Cab Pickup,17,12
3008,Ford,1997,regular unleaded,220,8,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,17,12
3156,Ford,1997,regular unleaded,220,8,MANUAL,rear wheel drive,3,N/A,Large,Extended Cab Pickup,17,12
3431,Ford,1997,regular unleaded,220,8,MANUAL,four wheel drive,3,N/A,Large,Extended Cab Pickup,17,12
3338,Ford,1998,regular unleaded,220,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,13
3138,Ford,1998,regular unleaded,220,8,AUTOMATIC,rear wheel drive,3,N/A,Large,Extended Cab Pickup,18,13
3096,Ford,1998,regular unleaded,220,8,AUTOMATIC,rear wheel drive,3,N/A,Large,Extended Cab Pickup,18,13
3535,Ford,1998,regular unleaded,220,8,AUTOMATIC,rear wheel drive,3,N/A,Large,Extended Cab Pickup,18,13
3733,Ford,1998,regular unleaded,220,8,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,16,13
3487,Ford,1998,regular unleaded,220,8,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,16,13
3269,Ford,1998,regular unleaded,220,8,MANUAL,four wheel drive,3,N/A,Large,Extended Cab Pickup,16,13
2843,Ford,1998,regular unleaded,220,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,13
3395,Ford,1998,regular unleaded,220,8,AUTOMATIC,rear wheel drive,3,N/A,Large,Extended Cab Pickup,18,13
3099,Ford,1998,regular unleaded,220,8,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,16,13
3471,Ford,1998,regular unleaded,220,8,MANUAL,four wheel drive,3,N/A,Large,Extended Cab Pickup,16,13
3199,Ford,1998,regular unleaded,220,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,13
2817,Ford,1998,regular unleaded,220,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,13
3223,Ford,1998,regular unleaded,220,8,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,16,13
3764,Ford,1998,regular unleaded,220,8,MANUAL,four wheel drive,3,N/A,Large,Extended Cab Pickup,16,13
3822,Ford,1998,regular unleaded,220,8,MANUAL,four wheel drive,3,N/A,Large,Extended Cab Pickup,16,13
3251,Ford,1999,regular unleaded,220,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,13
3550,Ford,1999,regular unleaded,220,8,AUTOMATIC,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,12
3269,Ford,1999,regular unleaded,220,8,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,16,12
4078,Ford,1999,regular unleaded,220,8,AUTOMATIC,four wheel drive,4,N/A,Large,Extended Cab Pickup,15,12
3241,Ford,1999,regular unleaded,220,8,MANUAL,rear wheel drive,4,N/A,Large,Extended Cab Pickup,17,13
3583,Ford,1999,regular unleaded,220,8,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,16,12
3542,Ford,1999,regular unleaded,220,8,MANUAL,four wheel drive,4,N/A,Large,Extended Cab Pickup,16,12
3560,Ford,1999,regular unleaded,220,8,MANUAL,rear wheel drive,4,N/A,Large,Extended Cab Pickup,17,13
2922,Ford,1999,regular unleaded,220,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,13
3188,Ford,1999,regular unleaded,220,8,MANUAL,rear wheel drive,4,N/A,Large,Extended Cab Pickup,17,13
3192,Ford,1999,regular unleaded,220,8,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,16,12
3878,Ford,1999,regular unleaded,220,8,AUTOMATIC,four wheel drive,2,N/A,Large,Regular Cab Pickup,15,12
3752,Ford,1999,regular unleaded,220,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Extended Cab Pickup,17,12
3572,Ford,1999,regular unleaded,220,8,MANUAL,four wheel drive,4,N/A,Large,Extended Cab Pickup,16,12
3908,Ford,1999,regular unleaded,220,8,MANUAL,four wheel drive,4,N/A,Large,Extended Cab Pickup,16,12
2923,Ford,1999,regular unleaded,220,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,13
315888,Ferrari,2013,premium unleaded (required),731,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,16,11
315888,Ferrari,2014,premium unleaded (required),731,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,16,11
319995,Ferrari,2015,premium unleaded (required),731,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,16,11
173079,Ferrari,2007,premium unleaded (required),483,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,11
211525,Ferrari,2007,premium unleaded (required),483,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,16,11
234945,Ferrari,2007,premium unleaded (required),483,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,16,11
184309,Ferrari,2007,premium unleaded (required),483,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,11
201213,Ferrari,2007,premium unleaded (required),483,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,16,11
199054,Ferrari,2008,premium unleaded (required),483,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,11
217310,Ferrari,2008,premium unleaded (required),483,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,16,11
228447,Ferrari,2008,premium unleaded (required),483,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,16,11
186925,Ferrari,2008,premium unleaded (required),483,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,11
200054,Ferrari,2009,premium unleaded (required),483,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,11
218310,Ferrari,2009,premium unleaded (required),483,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,16,11
187925,Ferrari,2009,premium unleaded (required),483,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,11
229447,Ferrari,2009,premium unleaded (required),483,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,16,11
2000,Ford,1991,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,30
2000,Ford,1991,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,30
2000,Ford,1992,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,30
2000,Ford,1992,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,30
2000,Ford,1993,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,30
2000,Ford,1993,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,30
295000,Ferrari,2013,premium unleaded (required),651,12,AUTOMATED_MANUAL,all wheel drive,,"Exotic,High-Performance",Large,Coupe,16,11
295000,Ferrari,2014,premium unleaded (required),651,12,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Large,Coupe,16,11
295000,Ferrari,2015,premium unleaded (required),651,12,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Large,Coupe,16,11
18405,Ford,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,36,28
21435,Ford,2015,regular unleaded,197,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,35,26
15685,Ford,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,36,28
16085,Ford,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,28
14455,Ford,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,36,28
14855,Ford,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,28
18805,Ford,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,28
14880,Ford,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27
16110,Ford,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27
18830,Ford,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27
15810,Ford,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,27
14580,Ford,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,27
18530,Ford,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,27
21460,Ford,2016,regular unleaded,197,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,32,26
15660,Ford,2017,regular unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27
19420,Ford,2017,regular unleaded,120,4,AUTOMATED_MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,27
21610,Ford,2017,regular unleaded,197,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,32,26
14430,Ford,2017,regular unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27
14130,Ford,2017,regular unleaded,120,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,27
15360,Ford,2017,regular unleaded,120,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,27
19120,Ford,2017,regular unleaded,120,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Compact,Sedan,36,27
4677,Pontiac,2000,regular unleaded,200,6,MANUAL,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,28,17
6175,Pontiac,2000,regular unleaded,305,8,UNKNOWN,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,23,15
8548,Pontiac,2000,regular unleaded,305,8,UNKNOWN,rear wheel drive,2,"Hatchback,Factory Tuner,Performance",Midsize,2dr Hatchback,23,15
9567,Pontiac,2000,regular unleaded,305,8,UNKNOWN,rear wheel drive,2,"Factory Tuner,Performance",Midsize,Convertible,23,15
5844,Pontiac,2000,regular unleaded,200,6,MANUAL,rear wheel drive,2,Performance,Midsize,Convertible,28,17
24035,Pontiac,2001,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,23,16
25475,Pontiac,2001,regular unleaded,200,6,MANUAL,rear wheel drive,2,Performance,Midsize,Convertible,28,17
31215,Pontiac,2001,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Performance",Midsize,Convertible,23,16
18855,Pontiac,2001,regular unleaded,200,6,MANUAL,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,28,17
27145,Pontiac,2001,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Hatchback,Factory Tuner,Performance",Midsize,2dr Hatchback,23,16
32095,Pontiac,2002,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Performance",Midsize,Convertible,23,16
25995,Pontiac,2002,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,23,16
28025,Pontiac,2002,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Hatchback,Factory Tuner,Performance",Midsize,2dr Hatchback,23,16
20050,Pontiac,2002,regular unleaded,200,6,MANUAL,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,29,17
26965,Pontiac,2002,regular unleaded,200,6,AUTOMATIC,rear wheel drive,2,N/A,Midsize,Convertible,28,17
36625,Honda,2013,electric,,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,105,132
36625,Honda,2014,electric,,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,105,132
15650,Honda,2015,regular unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29
17560,Honda,2015,regular unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29
19925,Honda,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32
20925,Honda,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32
16450,Honda,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,33
18360,Honda,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32
21165,Honda,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32
20165,Honda,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32
16690,Honda,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,33
18600,Honda,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32
17800,Honda,2016,regular unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29
15890,Honda,2016,regular unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29
20265,Honda,2017,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,32
16790,Honda,2017,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,33
21265,Honda,2017,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,32
17900,Honda,2017,regular unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,29
15990,Honda,2017,regular unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,29
18700,Honda,2017,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,32
24165,Ford,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19
23965,Ford,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17
26290,Ford,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19
22165,Ford,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19
28090,Ford,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17
25965,Ford,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17
24230,Ford,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19
22230,Ford,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,25,18
28230,Ford,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17
24080,Ford,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17
26380,Ford,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19
26080,Ford,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17
28460,Ford,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17
24885,Ford,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17
23035,Ford,2007,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19
26610,Ford,2007,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19
27705,Toyota,2012,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,17
27295,Toyota,2012,regular unleaded,260,6,MANUAL,four wheel drive,4,N/A,Midsize,4dr SUV,18,15
26115,Toyota,2012,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,17
27030,Toyota,2013,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,16
28620,Toyota,2013,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,17
28210,Toyota,2013,regular unleaded,260,6,MANUAL,four wheel drive,4,N/A,Midsize,4dr SUV,18,15
29270,Toyota,2014,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,17
27680,Toyota,2014,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,16
28860,Toyota,2014,regular unleaded,260,6,MANUAL,four wheel drive,4,N/A,Midsize,4dr SUV,18,15
2000,Cadillac,1994,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15
2000,Cadillac,1995,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15
2158,Cadillac,1996,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,24,15
32100,Ford,2015,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18
29100,Ford,2015,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18
37700,Ford,2015,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18
39650,Ford,2015,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,23,17
34050,Ford,2015,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,23,17
42400,Ford,2015,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,Wagon,23,16
42600,Ford,2016,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,21,15
32300,Ford,2016,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,"Crossover,Performance",Large,Wagon,23,16
29600,Ford,2016,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,23,16
34250,Ford,2016,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,Wagon,22,16
39750,Ford,2016,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,Wagon,22,16
37800,Ford,2016,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,"Crossover,Performance",Large,Wagon,23,16
43030,Ford,2017,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,21,15
40180,Ford,2017,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,Wagon,22,16
32730,Ford,2017,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,"Crossover,Performance",Large,Wagon,23,16
38230,Ford,2017,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,"Crossover,Performance",Large,Wagon,23,16
30025,Ford,2017,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,23,16
34680,Ford,2017,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,Wagon,22,16
200500,Bentley,2014,flex-fuel (premium unleaded required/E85),616,12,AUTOMATIC,all wheel drive,4,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,20,12
215800,Bentley,2015,flex-fuel (premium unleaded required/E85),616,12,AUTOMATIC,all wheel drive,4,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,20,12
195100,Bentley,2015,premium unleaded (required),500,8,AUTOMATIC,all wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,24,14
201000,Bentley,2016,premium unleaded (required),500,8,AUTOMATIC,all wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,24,14
222300,Bentley,2016,premium unleaded (required),616,12,AUTOMATIC,all wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,20,12
36120,Ford,2017,premium unleaded (recommended),350,4,MANUAL,all wheel drive,4,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,25,19
24370,Ford,2015,premium unleaded (recommended),252,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,32,23
24425,Ford,2016,premium unleaded (recommended),252,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,22
24775,Ford,2017,premium unleaded (recommended),252,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,22
18460,Ford,2015,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26
18960,Ford,2015,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,36,26
23170,Ford,2015,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,40,27
17170,Ford,2015,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26
23670,Ford,2015,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27
29170,Ford,2015,electric,,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,99,110
18515,Ford,2016,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26
23725,Ford,2016,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27
23225,Ford,2016,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,40,27
29170,Ford,2016,electric,,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,99,110
19015,Ford,2016,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,36,26
17225,Ford,2016,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26
21675,Ford,2017,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27
18175,Ford,2017,regular unleaded,123,3,MANUAL,front wheel drive,4,N/A,Compact,Sedan,42,30
16775,Ford,2017,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26
24075,Ford,2017,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27
23575,Ford,2017,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,40,27
21175,Ford,2017,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,40,27
29120,Ford,2017,electric,,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,99,110
19765,Ford,2017,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27
16699,Suzuki,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19
13799,Suzuki,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20
14499,Suzuki,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19
15099,Suzuki,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20
15999,Suzuki,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19
15399,Suzuki,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19
14699,Suzuki,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19
15799,Suzuki,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19
16349,Suzuki,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19
14899,Suzuki,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19
15399,Suzuki,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19
15099,Suzuki,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19
16499,Suzuki,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19
15449,Suzuki,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19
13999,Suzuki,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20
14349,Suzuki,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20
16049,Suzuki,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19
14499,Suzuki,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20
14949,Suzuki,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20
15999,Suzuki,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19
16949,Suzuki,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19
15249,Suzuki,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19
15849,Suzuki,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19
15599,Suzuki,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19
15589,Suzuki,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19
16489,Suzuki,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19
17689,Suzuki,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19
