id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
7826,M,1.5875,1.25,0.4375,40.78075575,18.2287285,8.71747125,10.489315,11.0
7827,M,1.575,1.225,0.45,33.1972645,15.6772735,6.59125875,9.7805775,10.0
7828,M,1.1125,0.9125,0.3625,17.73261225,6.19436575,3.58621175,7.2291225,14.0
7829,I,0.9625,0.725,0.2125,7.41339425,2.83495,1.57339725,2.19708625,7.0
7830,F,1.6375,1.25,0.425,40.86580425,18.0586315,9.241937,10.07824725,11.0
7831,M,1.2875,0.9875,0.3125,19.20678625,9.25611175,3.7137845,4.9611625,10.0
7832,M,1.7,1.325,0.4125,33.0838665,14.64251675,7.29999625,10.3475675,12.0
7833,M,1.5,1.2,0.475,35.19590425,14.118051,7.52679225,9.63883,18.0
7834,M,1.3125,1.075,0.375,23.88445375,11.5382465,5.159609,6.9456275,10.0
7835,M,1.45,1.15,0.3625,25.86891875,10.2341695,5.726599,7.5126175,11.0
7836,M,1.375,1.0625,0.3125,24.720764,12.54465375,5.726599,6.0951425,9.0
7837,F,1.8375,1.4125,0.4625,48.7327905,17.98775775,11.86426575,13.60776,14.0
7838,M,1.85,1.425,0.5125,62.21297775,25.0893075,13.19669225,14.17475,11.0
7839,F,1.1625,0.9,0.3,15.5071765,5.71242425,4.57844425,3.96893,8.0
7840,M,1.1375,0.875,0.3375,21.87163925,9.99319875,3.6570855,5.2446575,8.0
7841,I,1.35,1.0625,0.35,21.55979475,9.7805775,4.15320175,6.3786375,9.0
7842,M,1.35,1.05,0.3,20.76600875,8.46232575,4.9044635,5.386405,11.0
7843,M,1.375,1.0625,0.325,24.5790165,11.113004,5.10291,6.9456275,8.0
7844,M,1.2375,0.95,0.3125,15.37960375,6.9456275,3.67126025,4.53592,11.0
7845,M,1.4375,1.1625,0.4125,28.25027675,12.00601325,5.1879585,8.9300925,11.0
7846,I,0.9625,0.75,0.2375,7.144074,3.44446425,1.4458245,2.16873675,7.0
7847,M,1.575,1.275,0.4875,35.4652245,15.46465225,8.17883075,10.20582,12.0
7848,M,1.425,1.125,0.375,28.19357775,15.4504775,5.74077375,7.5126175,11.0
7849,I,1.075,0.8625,0.25,10.716111,4.9611625,2.36718325,3.5436875,7.0
7850,F,1.6125,1.2875,0.45,38.612019,16.6411565,6.747181,11.623295,12.0
7851,F,1.15,0.875,0.2875,13.53688625,4.9611625,3.1467945,4.1106775,9.0
7852,I,0.675,0.5,0.125,3.005047,1.13398,0.793786,0.8788345,5.0
7853,I,0.95,0.75,0.2125,7.654365,3.35941575,1.77184375,2.551455,8.0
7854,F,1.625,1.3,0.5125,42.921143,16.51358375,8.5898985,17.0097,17.0
7855,I,1.2625,0.975,0.3125,15.195332,7.087375,3.75630875,4.3941725,9.0
7856,M,1.25,0.95,0.3125,15.8473705,7.654365,2.8632995,4.3941725,9.0
7857,F,1.075,0.875,0.3125,13.8062065,5.74077375,2.48058125,4.3941725,9.0
7858,F,1.6,1.2875,0.4125,34.8415355,14.7133905,7.2858215,9.4970825,13.0
7859,F,1.2875,1.0,0.3375,18.6256215,8.34892775,4.57844425,5.8116475,10.0
7860,M,1.7,1.3125,0.4375,39.179009,20.00057225,9.11436425,11.90679,10.0
7861,I,1.1375,0.875,0.275,13.90542975,5.54232725,3.01922175,3.6570855,8.0
7862,M,1.5,1.1375,0.4125,31.808139,13.62193475,7.257472,8.9300925,11.0
7863,F,1.25,0.9625,0.375,18.030282,5.34388075,3.04757125,5.8116475,13.0
7864,I,1.15,0.85,0.25,13.8062065,5.499803,2.3530085,3.685435,7.0
7865,I,0.9625,0.8125,0.2875,8.17883075,2.82077525,1.8427175,2.26796,14.0
7866,I,0.8875,0.6625,0.2125,6.917278,2.948348,1.190679,1.63009625,6.0
7867,M,1.175,0.925,0.3125,14.118051,5.9817445,3.628736,4.32329875,13.0
7868,M,1.3,1.0125,0.4375,24.59319125,7.92368525,4.63514325,8.50485,15.0
7869,I,0.7875,0.5875,0.2125,4.29494925,1.65844575,0.97805775,1.2757275,6.0
7870,F,1.5875,1.2125,0.5,37.194544,15.06775925,9.99319875,11.7650425,18.0
7871,F,1.5625,1.175,0.425,31.22697425,14.33067225,6.6054335,8.50485,12.0
7872,M,1.375,1.0875,0.375,24.70658925,9.90815025,5.71242425,7.2291225,10.0
7873,I,1.2375,0.95,0.3625,16.9813505,6.633783,3.67126025,4.9611625,12.0
7874,F,1.1375,0.8875,0.2875,12.79979925,4.252425,2.5798045,4.252425,11.0
7875,F,1.425,1.15,0.3875,28.44872325,14.67086625,5.556502,8.6465975,11.0
7876,F,1.6,1.275,0.4875,40.86580425,18.49804875,7.41339425,12.6155275,12.0
7877,M,1.425,1.125,0.3625,23.91280325,8.334753,5.03203625,7.37087,11.0
7878,I,1.1125,0.8625,0.2625,11.07047975,5.37223025,1.99863975,3.5436875,8.0
7879,M,1.5875,1.275,0.4,32.31843,12.57300325,7.29999625,10.3475675,10.0
7880,M,1.45,1.15,0.4,28.76056775,13.16834275,5.71242425,9.63883,11.0
7881,F,1.3875,1.0875,0.425,24.99008425,9.90815025,4.7343665,8.3631025,16.0
7882,M,0.5,0.375,0.125,1.09145575,0.38271825,0.1417475,0.283495,6.0
7883,M,1.2625,0.975,0.375,19.561155,6.81805475,4.4508715,7.37087,10.0
7884,M,1.2125,0.925,0.4,15.49300175,5.68407475,3.118445,6.0951425,14.0
7885,F,1.25,0.95,0.3375,14.628342,4.989512,3.231843,6.23689,13.0
7886,I,0.625,0.45,0.1625,2.08368825,0.86465975,0.60951425,0.63786375,5.0
7887,F,1.3375,1.0625,0.3375,20.79435825,8.3631025,4.03980375,4.819415,9.0
7888,F,1.4875,1.1875,0.4125,27.68328675,11.736693,6.066793,8.50485,12.0
7889,M,1.4125,1.1,0.4,25.684647,9.695529,6.2085405,8.50485,11.0
7890,M,1.7875,1.325,0.475,41.23434775,17.08057375,9.39785925,10.19164525,11.0
7891,F,1.6125,1.25,0.4125,37.32211675,17.59086475,7.4559185,11.4815475,11.0
7892,M,1.4125,1.1,0.3375,23.586784,9.36950975,5.23048275,6.80388,15.0
7893,I,1.2875,1.0,0.35,20.19901875,9.25611175,3.8838815,5.10291,10.0
7894,F,1.175,0.9,0.3,16.2442635,5.71242425,3.33106625,3.96893,9.0
7895,I,1.05,0.8125,0.2625,10.19164525,4.43669675,2.3530085,2.83495,8.0
7896,M,1.2125,0.9625,0.3,16.782904,7.540967,3.64291075,4.77689075,8.0
7897,F,1.65,1.3,0.475,51.21337175,16.44271,11.97766375,16.44271,19.0
7898,I,0.875,0.6625,0.225,5.82582225,1.77184375,1.11980525,2.26796,7.0
7899,M,1.225,0.95,0.3,14.571643,6.36446275,2.96252275,4.252425,19.0
7900,I,0.8875,0.7125,0.225,7.49844275,3.118445,1.6159215,2.1262125,9.0
7901,M,1.4125,1.0875,0.35,23.85610425,9.68135425,4.77689075,7.04485075,9.0
7902,I,0.5875,0.4,0.1375,1.6726205,0.75126175,0.2551455,0.4252425,4.0
7903,I,0.9625,0.675,0.2125,6.16601625,2.26796,1.077281,1.984465,6.0
7904,I,0.925,0.725,0.25,7.29999625,3.1467945,1.7293195,2.08368825,6.0
7905,I,1.0125,0.775,0.225,9.19941275,4.63514325,1.82854275,2.6932025,8.0
7906,M,0.9,0.7375,0.225,6.56290925,2.53728025,1.6159215,2.1262125,7.0
7907,F,1.6375,1.3,0.4125,38.00250475,15.592225,8.901743,9.355335,8.0
7908,F,1.65,1.2875,0.4375,42.354153,16.44271,8.85921875,11.90679,17.0
7909,M,1.2875,1.025,0.35,27.68328675,9.8372765,6.08096775,7.7961125,15.0
7910,M,1.5125,1.2,0.3875,34.529691,14.33067225,7.38504475,8.60407325,10.0
7911,I,1.175,0.9375,0.3,13.53688625,6.59125875,2.5231055,3.8271825,7.0
7912,I,1.025,0.7875,0.25,9.015141,4.63514325,2.2963095,2.551455,7.0
7913,F,1.6,1.225,0.3875,33.112216,13.5227115,6.73300625,9.34116025,10.0
7914,I,1.4125,1.1125,0.3375,21.4038725,9.2702865,4.49339575,7.2291225,10.0
7915,I,1.0625,0.8,0.2375,8.9867915,4.309124,1.8427175,2.65067825,7.0
7916,I,1.4375,1.175,0.4,28.8314415,12.06271225,6.36446275,8.0796075,11.0
7917,F,1.4125,1.1125,0.3125,22.8213475,9.51125725,5.03203625,6.6621325,9.0
7918,I,1.55,1.2125,0.5,48.972701,17.463292,7.3992195,16.5844575,19.0
7919,M,1.1875,0.8875,0.325,13.19669225,5.499803,2.778251,4.3941725,10.0
7920,M,1.225,0.9875,0.3125,15.1102835,7.087375,3.5436875,3.81300775,10.0
7921,M,0.525,0.375,0.1,1.09145575,0.32601925,0.226796,0.283495,4.0
7922,F,1.6,1.2625,0.4,35.98969025,16.5844575,8.57572375,9.5537815,10.0
7923,I,0.8875,0.6625,0.225,5.7549485,2.721552,1.0489315,1.417475,6.0
7924,I,1.275,0.975,0.3125,15.5071765,6.973977,3.78465825,4.1106775,7.0
7925,I,0.5875,0.425,0.1375,1.06310625,0.46776675,0.18427175,0.283495,4.0
7926,I,0.3375,0.3,0.1,0.92135875,0.38271825,0.226796,0.283495,7.0
7927,F,1.75,1.4375,0.5125,56.075311,27.1871705,10.432616,14.74174,11.0
7928,F,1.6,1.3125,0.45,33.77842925,13.99047825,8.391452,10.20582,10.0
7929,F,1.4875,1.1875,0.375,28.22192725,13.59358525,5.2446575,7.7961125,11.0
7930,M,1.3125,1.0,0.3375,26.2799865,9.865626,5.62737575,7.7961125,16.0
7931,M,1.4,1.125,0.4125,26.80445225,11.4248485,5.216308,8.1568885,15.0
7932,I,1.3125,1.0375,0.35,20.184844,9.96484925,4.706017,5.6699,8.0
7933,F,1.6125,1.225,0.375,32.0065855,13.13999325,6.80388,8.788345,13.0
7934,F,1.5375,1.1875,0.425,33.40988575,15.06775925,6.2652395,8.0796075,13.0
7935,F,1.4,1.1,0.4,25.92561775,10.5176645,6.36446275,8.0796075,10.0
7936,I,0.9375,0.6625,0.225,6.13766675,2.721552,1.757669,1.984465,7.0
7937,F,1.1625,0.8875,0.3125,12.757275,5.4147545,3.30271675,4.3941725,12.0
7938,F,1.575,1.2,0.4375,32.034935,13.5794105,7.27164675,8.9300925,11.0
7939,M,1.6375,1.3,0.4375,36.7693015,16.612807,8.88756825,10.489315,9.0
7940,M,1.475,1.1375,0.4,25.51455,11.793392,6.2652395,7.83863675,9.0
7941,I,0.9875,0.75,0.2375,8.845044,3.96893,1.77184375,2.33883375,7.0
7942,F,1.8,1.4375,0.5125,49.59745025,22.04173625,11.169703,13.60776,11.0
7943,I,1.125,0.8625,0.325,13.8062065,6.406987,2.22543575,3.5436875,7.0
7944,I,1.4125,1.075,0.425,22.8213475,7.10154975,3.98310475,8.00873375,14.0
7945,I,1.025,0.75,0.275,8.60407325,3.515338,1.54504775,2.6932025,8.0
7946,I,0.7125,0.5375,0.1875,3.27436725,1.54504775,0.75126175,0.9922325,6.0
7947,F,1.4375,1.1125,0.4,31.39707125,13.16834275,6.13766675,8.97261675,11.0
7948,M,1.475,1.1625,0.4125,31.2694985,10.5176645,6.90310325,9.355335,11.0
7949,M,1.325,1.0375,0.3625,22.49532825,7.711064,5.76912325,6.23689,10.0
7950,F,1.55,1.1875,0.4,28.76056775,13.154168,5.329706,8.6465975,10.0
7951,F,1.625,1.3,0.4125,37.9032815,17.293195,8.391452,11.90679,10.0
7952,M,1.55,1.2125,0.3875,41.97143475,16.782904,8.901743,11.90679,10.0
7953,M,1.5375,1.175,0.4375,28.33532525,11.736693,5.9250455,8.50485,9.0
7954,F,1.5625,1.225,0.4125,32.601925,13.13999325,7.52679225,8.9300925,9.0
7955,I,0.9375,0.7,0.2375,6.90310325,3.061746,1.68679525,1.984465,7.0
7956,I,1.25,0.9625,0.3125,14.571643,6.36446275,2.96252275,4.53592,8.0
7957,M,1.4625,1.1625,0.4625,33.8776525,11.75086775,5.82582225,11.3681495,10.0
7958,M,1.6125,1.2,0.425,37.74735925,16.839603,8.37727725,9.7805775,11.0
7959,I,1.3625,1.075,0.35,21.8007655,9.82310175,4.3941725,6.6621325,8.0
7960,F,1.4125,1.1375,0.475,27.91008275,10.24834425,4.46504625,8.0796075,14.0
7961,I,1.1,0.8375,0.2875,11.1413535,5.443104,2.551455,2.9766975,7.0
7962,F,1.625,1.3125,0.4875,49.54075125,23.28911425,10.2908685,13.3526145,11.0
7963,M,1.5625,1.2125,0.4375,33.40988575,13.42348825,6.4353365,11.056305,10.0
7964,I,1.3125,1.025,0.35,21.64484325,9.25611175,4.3374735,5.5281525,9.0
7965,M,1.2875,1.0625,0.3125,20.19901875,8.8733935,4.819415,5.386405,10.0
7966,I,1.3625,1.1125,0.3625,22.66542525,10.78698475,5.9250455,6.23689,8.0
7967,I,1.425,1.125,0.375,24.8058125,12.23280925,4.649318,7.2291225,8.0
7968,M,1.6125,1.25,0.425,35.50774875,17.860185,7.66853975,9.355335,11.0
7969,F,1.6375,1.3125,0.5125,40.63900825,13.8062065,7.04485075,13.1825175,16.0
7970,F,1.5125,1.1875,0.425,30.40483875,13.097469,6.50621025,8.788345,29.0
7971,F,1.6125,1.275,0.475,40.12871725,18.2287285,9.39785925,11.623295,10.0
7972,F,1.5125,1.175,0.4,32.2900805,14.92601175,6.93145275,8.9300925,9.0
7973,M,0.875,0.675,0.2125,5.34388075,1.71514475,1.190679,1.70097,12.0
7974,M,1.575,1.2375,0.4375,36.627554,16.4143605,8.00873375,10.0640725,8.0
7975,F,1.4875,1.1625,0.4,31.2694985,14.5432935,6.463686,9.5537815,10.0
7976,F,1.525,1.175,0.4125,27.612413,12.68640125,5.40057975,9.48290775,20.0
7977,I,1.1125,0.8375,0.275,12.54465375,5.953395,2.551455,3.8271825,7.0
7978,I,0.9875,0.775,0.225,8.51902475,4.69184225,1.77184375,2.324659,6.0
7979,F,1.4125,1.0875,0.3375,22.92057075,10.5743635,4.89028875,6.747181,9.0
7980,I,0.625,0.475,0.15,2.16873675,1.1056305,0.4252425,0.7087375,5.0
7981,M,1.3625,1.0875,0.4125,26.09571475,13.79203175,5.40057975,5.783298,9.0
7982,I,0.9875,0.7625,0.2625,10.149121,4.422522,1.814368,2.9766975,8.0
7983,M,1.375,1.0875,0.4,22.7646485,8.391452,4.40834725,7.5126175,10.0
7984,I,1.575,1.25,0.425,37.0527965,13.96212875,9.21281075,10.0640725,13.0
7985,F,1.3125,1.025,0.3125,19.74542675,8.46232575,4.06815325,5.8116475,7.0
7986,F,1.5375,1.1875,0.375,32.601925,16.3009625,7.9662095,8.8166945,10.0
7987,I,0.525,0.475,0.15,1.45999925,0.5386405,0.340194,0.4819415,3.0
7988,M,1.4625,1.15,0.425,24.73493875,10.70193625,5.85417175,7.7961125,9.0
7989,I,0.925,0.6875,0.2125,6.98815175,2.53728025,1.6159215,1.984465,7.0
7990,F,1.4125,1.075,0.4,24.84833675,9.241937,5.57067675,8.0796075,10.0
7991,F,1.625,1.3125,0.5125,46.096287,16.045817,9.39785925,11.623295,13.0
7992,M,1.5625,1.2,0.4,32.034935,16.76872925,7.89533575,8.6465975,10.0
7993,M,1.6,1.25,0.475,38.96638775,13.99047825,8.2497045,11.3398,10.0
7994,F,1.8,1.4,0.5125,50.802304,23.2182405,10.4042665,13.324265,11.0
7995,I,1.0875,0.8125,0.275,10.33339275,4.26659975,2.67902775,2.6932025,8.0
7996,M,1.6625,1.3375,0.4875,46.4648305,19.20678625,11.07047975,11.056305,16.0
7997,I,0.4,0.3,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,5.0
7998,M,1.5,1.2125,0.4,28.3495,11.8784405,6.50621025,9.355335,12.0
7999,M,1.1,0.8375,0.3125,11.509897,5.329706,2.67902775,3.8271825,7.0
8000,I,0.525,0.3875,0.1,1.304077,0.52446575,0.18427175,0.3118445,5.0
8001,F,1.5125,1.1875,0.4125,34.5013415,16.839603,5.8683465,8.845044,11.0
8002,I,1.325,0.9625,0.35,18.9658155,8.34892775,4.01145425,4.9611625,9.0
8003,I,1.0125,0.7875,0.25,10.44679075,4.94698775,1.77184375,3.118445,7.0
8004,I,0.825,0.625,0.1875,4.819415,1.91359125,1.09145575,1.417475,8.0
8005,I,1.1875,0.8875,0.325,14.3731965,5.28718175,3.07592075,3.96893,8.0
8006,F,1.25,0.975,0.35,18.01610725,7.9095105,3.95475525,5.5281525,9.0
8007,I,0.8125,0.6125,0.1875,4.309124,1.71514475,0.963883,1.2757275,4.0
8008,F,1.6375,1.3,0.5125,42.184056,13.04077,11.5949455,16.782904,20.0
8009,M,1.575,1.25,0.4375,35.33765175,15.762322,7.27164675,9.4970825,11.0
8010,F,1.3,1.0,0.3125,18.597272,7.2858215,4.819415,5.10291,9.0
8011,I,1.45,1.075,0.3625,23.28911425,10.36174225,4.762716,6.520385,9.0
8012,F,1.6625,1.2875,0.375,40.86580425,17.13727275,9.00096625,10.19164525,11.0
8013,I,0.975,0.7,0.2125,7.6827145,3.118445,1.70097,2.26796,7.0
8014,M,1.5,1.15,0.3875,33.29648775,15.4504775,7.7961125,7.7961125,9.0
8015,M,1.55,1.175,0.3625,31.18445,14.401546,6.50621025,8.788345,10.0
8016,F,1.45,1.1875,0.375,25.4295015,10.6877615,4.422522,8.221355,9.0
8017,I,0.6875,0.5,0.175,2.8066005,1.0489315,0.52446575,0.850485,3.0
8018,F,1.6125,1.275,0.5625,38.782116,13.53688625,8.63242275,13.324265,16.0
8019,F,1.325,1.025,0.375,19.17843675,8.561549,5.613201,5.6699,11.0
8020,F,0.9625,0.7375,0.25,7.72523875,3.2601925,1.48834875,2.4097075,11.0
8021,I,1.2625,0.9875,0.2625,16.71203025,8.54737425,3.742134,4.762716,8.0
8022,M,1.05,0.7625,0.2625,9.8939755,3.95475525,2.608154,2.4097075,8.0
8023,I,1.2125,0.8875,0.2625,12.303683,5.499803,2.4664065,3.685435,8.0
8024,M,1.6125,1.4125,0.5,48.477645,12.82814875,8.674947,16.44271,17.0
8025,M,0.85,0.6375,0.2375,5.45727875,2.26796,1.11980525,1.5592225,6.0
8026,I,0.7875,0.575,0.2,3.89805625,1.54504775,0.83631025,1.13398,6.0
8027,M,1.25,0.95,0.3125,16.9813505,6.05261825,3.86970675,5.6699,11.0
8028,F,1.55,1.2125,0.375,36.81182575,14.35902175,6.76135575,8.9300925,15.0
8029,I,1.4125,1.1125,0.3125,23.019794,9.07184,4.77689075,7.7961125,15.0
8030,I,1.025,0.8,0.25,10.95708175,4.60679375,2.08368825,2.9766975,7.0
8031,M,1.4625,1.1375,0.375,26.46425825,11.72251825,5.23048275,7.654365,9.0
8032,F,1.425,1.15,0.3625,27.612413,11.113004,4.60679375,8.0796075,16.0
8033,I,1.025,0.75,0.225,7.98038425,3.55786225,1.85689225,2.4097075,7.0
8034,I,0.7375,0.55,0.1625,3.6003865,1.474174,0.86465975,0.9922325,8.0
8035,I,1.225,0.9875,0.3,18.38465075,8.60407325,3.9405805,5.11708475,10.0
8036,F,1.575,1.225,0.4,32.545226,15.2803805,6.13766675,7.7961125,10.0
8037,F,1.55,1.3125,0.4125,36.85435,14.10387625,8.63242275,11.3398,18.0
8038,M,1.45,1.15,0.3875,22.1976585,9.96484925,5.54232725,6.7755305,12.0
8039,M,1.45,1.125,0.4125,27.00289875,11.0846545,5.5281525,7.087375,9.0
8040,M,1.4875,1.1625,0.4125,26.1665885,9.82310175,4.649318,10.3475675,21.0
8041,F,1.55,1.2,0.5,38.6403685,14.61416725,7.9095105,12.6155275,16.0
8042,I,1.2875,0.95,0.3,16.40018575,6.9456275,4.309124,4.3941725,7.0
8043,F,1.75,1.3125,0.45,48.7327905,21.98503725,10.8578585,11.3398,12.0
8044,M,1.4,1.075,0.425,26.251637,11.72251825,7.10154975,7.087375,9.0
8045,M,1.3,0.9625,0.3,18.71067,8.63242275,4.252425,5.10291,8.0
8046,F,1.15,0.8875,0.35,16.51358375,7.41339425,3.515338,4.706017,10.0
8047,I,1.3625,1.05,0.35,17.08057375,8.23552975,2.9766975,5.1879585,8.0
8048,F,1.45,1.1375,0.4125,31.581343,12.82814875,6.520385,11.90679,15.0
8049,I,0.8625,0.6375,0.225,5.68407475,2.56562975,1.03475675,1.984465,6.0
8050,I,1.2875,1.0,0.3,18.58309725,8.94426725,4.082328,5.6699,8.0
8051,I,1.3125,0.9875,0.3125,19.83047525,8.3064035,3.98310475,5.00368675,8.0
8052,F,1.4375,1.1125,0.325,23.8986285,12.3320325,4.3941725,5.11708475,10.0
8053,F,1.375,1.0875,0.4,25.7696955,10.30504325,6.633783,8.0796075,13.0
8054,M,1.55,1.225,0.3875,33.1972645,12.643877,6.16601625,9.51125725,19.0
8055,F,1.8,1.4125,0.5,57.7479315,24.153774,12.94154675,17.0097,18.0
8056,M,1.6,1.25,0.4125,37.37881575,17.08057375,6.747181,10.6310625,10.0
8057,I,1.05,0.75,0.2625,8.9300925,3.92640575,1.77184375,2.83495,7.0
8058,M,1.525,1.2125,0.375,32.034935,14.911837,6.64795775,8.3631025,9.0
8059,F,1.625,1.3,0.4625,39.02308675,17.4349425,8.88756825,11.90679,11.0
8060,F,1.575,1.225,0.375,34.23202125,15.932419,7.7394135,9.7805775,13.0
8061,F,1.3125,1.0,0.425,23.85610425,7.711064,4.69184225,7.654365,17.0
8062,I,1.025,0.7875,0.25,10.73028575,4.40834725,2.041164,2.6932025,7.0
8063,M,1.475,1.125,0.3625,28.8314415,13.380964,5.1312595,7.087375,15.0
8064,I,1.225,0.9875,0.3125,15.03940975,6.123492,3.9405805,4.819415,8.0
8065,F,1.5,1.2125,0.4125,28.519597,11.75086775,6.36446275,10.20582,13.0
8066,M,1.8,1.375,0.4875,43.26774425,15.87572,13.36678925,11.1980525,11.0
8067,M,1.4625,1.15,0.3875,29.15746075,12.68640125,5.45727875,10.489315,11.0
8068,I,0.8375,0.6,0.225,5.3013565,2.211261,1.360776,1.644271,7.0
8069,F,1.6625,1.3125,0.45,38.90968875,14.5432935,8.901743,12.5021295,12.0
8070,F,1.5,1.2,0.45,35.62114675,10.90038275,9.241937,12.757275,24.0
8071,I,1.175,0.8875,0.3,14.7133905,5.76912325,2.56562975,4.53592,8.0
8072,I,0.925,0.6875,0.2375,6.98815175,2.948348,1.34660125,2.19708625,6.0
8073,M,1.5125,1.2375,0.4375,34.5580405,12.06271225,7.98038425,10.489315,13.0
8074,F,1.4375,1.1125,0.4625,28.91649,10.035723,4.649318,9.07184,19.0
8075,M,1.6625,1.2625,0.4875,35.50774875,15.762322,8.561549,11.3681495,11.0
8076,F,1.525,1.2,0.4625,40.1145425,16.44271,9.11436425,10.20582,10.0
8077,I,1.525,1.175,0.375,32.31843,14.72756525,7.29999625,7.087375,11.0
8078,I,1.125,0.8375,0.3,12.74310025,6.02426875,2.8066005,3.2601925,7.0
8079,F,1.2,0.9375,0.325,19.83047525,7.711064,3.515338,6.520385,15.0
8080,I,1.2625,0.95,0.3,16.839603,6.76135575,3.7137845,5.2446575,14.0
8081,I,1.0125,0.775,0.2125,7.3992195,3.912231,1.11980525,1.984465,6.0
8082,F,1.6375,1.325,0.525,38.88133925,16.0741665,7.75358825,14.17475,17.0
8083,I,1.3125,1.0,0.35,21.1203775,11.736693,3.92640575,4.9611625,6.0
8084,F,1.5,1.2125,0.4,31.62386725,13.947954,7.654365,8.9300925,11.0
8085,M,1.425,1.125,0.3875,28.7180435,13.1825175,5.71242425,7.7961125,11.0
8086,I,1.3125,0.9375,0.3,16.11669075,6.406987,3.4869885,5.11708475,11.0
8087,M,1.3625,1.0125,0.3625,25.2027055,10.4042665,4.12485225,7.2291225,11.0
8088,M,1.7,1.3125,0.475,45.60017075,22.80717275,10.0073735,13.0691195,11.0
8089,M,0.9375,0.7125,0.225,6.42116175,2.6365035,1.63009625,1.984465,6.0
8090,M,1.5875,1.2,0.4375,35.25260325,14.35902175,8.83086925,9.695529,10.0
8091,I,1.3125,1.025,0.3125,21.0069795,10.432616,4.60679375,5.896696,8.0
8092,I,1.1125,0.85,0.25,11.5382465,5.7549485,2.65067825,3.685435,7.0
8093,M,1.6375,1.2875,0.475,38.68289275,15.52135125,7.04485075,11.056305,11.0
8094,M,1.1125,0.825,0.3,16.839603,7.27164675,3.7137845,5.953395,15.0
8095,F,1.1,0.85,0.275,12.48795475,5.4147545,2.4097075,3.685435,9.0
8096,M,1.175,0.95,0.3,16.45688475,6.5487345,4.195726,4.195726,10.0
8097,I,0.6125,0.4875,0.1375,2.45223175,0.963883,0.52446575,0.69456275,4.0
8098,I,1.0375,0.85,0.2875,12.7856245,5.443104,2.2963095,3.685435,7.0
8099,F,1.4875,1.2,0.4125,31.19862475,14.35902175,6.87475375,8.6465975,12.0
8100,I,0.8875,0.6625,0.2125,5.443104,2.7499015,1.5025235,1.417475,6.0
8101,I,1.0875,0.825,0.25,10.02154825,4.66349275,2.608154,2.83495,6.0
8102,M,1.45,1.225,0.425,32.4601775,15.025235,6.8322295,8.0796075,10.0
8103,F,1.625,1.3125,0.4875,43.1762885,20.36911575,11.41067375,11.3398,10.0
8104,M,0.9625,0.725,0.25,7.44174375,3.40194,1.60174675,2.26796,7.0
8105,F,1.1,0.875,0.2875,11.72251825,4.5642695,2.14038725,4.53592,9.0
8106,M,1.2625,0.9625,0.3375,17.67591325,6.19436575,4.025629,5.5281525,10.0
8107,I,1.1625,0.9125,0.275,14.3731965,6.25106475,2.9199985,3.855532,7.0
8108,M,0.875,0.65,0.2,5.10291,2.4097075,1.09145575,1.5592225,6.0
8109,M,1.3875,1.1,0.3375,21.64484325,9.6671795,4.32329875,7.2291225,13.0
8110,F,1.5375,1.1875,0.3875,26.3933845,11.623295,6.0384435,7.93786,11.0
8111,I,1.3125,1.0,0.325,16.44271,7.257472,3.92640575,5.953395,8.0
8112,F,1.4375,1.1125,0.3875,28.8881405,12.1052365,4.63514325,9.4970825,9.0
8113,M,1.7625,1.425,0.55,43.6865795,19.6462035,10.41844125,12.643877,10.0
8114,M,1.5625,1.2125,0.425,34.91240925,17.78931125,7.98038425,7.93786,9.0
8115,I,0.625,0.4875,0.1625,3.01922175,1.4458245,0.63786375,0.8221355,3.0
8116,F,1.525,1.15,0.4125,32.205032,11.41067375,6.25106475,8.66077225,15.0
8117,I,1.3,1.0375,0.3625,17.95940825,7.38504475,4.8477645,5.10291,10.0
8118,I,1.3125,0.95,0.3125,18.01610725,7.69688925,3.89805625,5.2446575,8.0
8119,I,1.1125,0.8125,0.275,10.4609655,4.49339575,2.1262125,3.40194,8.0
8120,M,1.775,1.4125,0.5125,56.075311,23.6151335,11.8784405,15.7339725,11.0
8121,I,1.4,1.1,0.4125,24.2955215,11.15552825,4.5075705,7.37087,9.0
8122,M,1.6,1.2875,0.4125,36.35823375,14.6566915,8.68912175,10.20582,15.0
8123,I,0.9375,0.7125,0.2125,7.58349125,3.69960975,1.65844575,2.05533875,6.0
8124,F,1.525,1.2125,0.425,31.70891575,11.15552825,6.90310325,10.0640725,21.0
8125,M,1.4625,1.1625,0.4,31.62386725,15.5071765,7.49844275,7.9095105,9.0
8126,M,1.575,1.2125,0.4375,36.61337925,16.612807,8.3064035,10.0640725,10.0
8127,I,1.1125,0.8375,0.25,10.95708175,4.252425,2.4097075,3.118445,7.0
8128,I,1.475,1.125,0.3625,23.09066775,10.64523725,5.6982495,6.9456275,13.0
8129,M,1.2,0.975,0.325,16.62698175,6.0951425,3.72795925,5.2446575,8.0
8130,F,1.5,1.175,0.4,27.612413,12.23280925,6.350288,7.93786,14.0
8131,I,1.325,1.025,0.325,19.15008725,8.54737425,4.01145425,5.953395,8.0
8132,I,1.2375,0.95,0.3375,16.71203025,7.04485075,3.7137845,5.2446575,8.0
8133,I,1.0875,0.8125,0.25,10.319218,4.5075705,1.814368,2.9766975,9.0
